Key,File,Type,english,japanese
quest_toc_amelia4_name,WhiteRiverToC_Amelias_Gyrocopter,Quest,Amelia Earhart's Gyrocopter Schematics,アメリア・イアハートのジャイロコプターの回路図
quest_toc_amelia4_offer,WhiteRiverToC_Amelias_Gyrocopter,Quest,"Now that you've bested the Wendigo, you find a pouch attached to its body filled with schematics. You remember the last page from Amelia's journal. She wished that her name live on through the creation of her ingenious flying machine.Read the schematics to learn how to craft Amelia's gyrocopter.",ウェンディゴを倒したあなたは、その体に回路図が入ったポーチがついているのを見つけた。アメリアの日記の最後のページを思い出すだろう。設計図を読んで、アメリアのジャイロコプターの作り方を学ぼう。
quest_toc_amelia4_statement,WhiteRiverToC_Amelias_Gyrocopter,Quest,Read the schematics to learn how to craft Amelia's gyrocopter.,回路図を読んで、アメリアのジャイロコプターの作り方を学ぼう。
quest_toc_amelia4_subtitle,WhiteRiverToC_Amelias_Gyrocopter,Quest,You learn the secret,あなたは秘密を知る
quest_toc_randomelite_description,WhiteRiverToC__REQUIRED,quest,Obtain a random elite quest from 4 veteran cards. You'll obtain 1 veteran card back when you accept your elite quest.,ベテランカード4枚からランダムでエリートクエストを受ける。エリートクエストを受けると、ベテランカード1枚が戻ってくる。
quest_toc_randomelite_group,WhiteRiverToC__REQUIRED,quest,"White River - Tools of Citizenship, Random elite quest",ホワイトリバー - 市民の道具、ランダムエリートクエスト
quest_toc_randomelite_name,WhiteRiverToC__REQUIRED,quest,Random elite quest from 4 veteran citizen cards,ベテラン市民カード4枚からのランダムエリートクエスト
quest_toc_randomelite_offer,WhiteRiverToC__REQUIRED,quest,"You've proven your worth as a veteran citizen four times over. Now gamble on your fame by taking on a random elite quest. If you succeed, you'll receive an elite citizen card as a reward.",あなたはベテラン市民としての価値を4度にわたって証明してきた。さあ、ランダムなエリートクエストに挑戦して名声を賭けよう。成功すれば、報酬としてエリート市民カードがもらえます。
quest_toc_randomelite_statement,WhiteRiverToC__REQUIRED,quest,Complete a random elite quest and become an elite citizen.,ランダムなエリートクエストを完了し、エリート市民になる。
quest_toc_randomelite_subtitle,WhiteRiverToC__REQUIRED,quest,"Now that you've killed 400 zombies, obtain an Random elite quest from a crate at the Trader",400体のゾンビを倒し、トレーダーの木箱からランダムエリートクエストを受ける。
quest_toc_taza_description,WhiteRiverToC_Tazas_Axe,quest,Gather 400 small stone + craft 20 stone axes to receive one of the fabled Taza's axes.,小さな石を400個集めて石の斧を20個作り、伝説のタザの斧の1つを手に入れる。
quest_toc_taza_group,WhiteRiverToC_Tazas_Axe,quest,"White River - Tools of Citizenship, Quest for Taza's Axe",ホワイト・リバー - 市民権の道具、ターザの斧の探求
quest_toc_taza_statement,WhiteRiverToC_Tazas_Axe,quest,Help your community and receive a fabled Taza's axe,地域に貢献し、伝説のターザの斧をもらおう
quest_toc_taza_subtitle,WhiteRiverToC_Tazas_Axe,quest,Gather supplies and craft some axes to receive the fabled Taza's axe,物資を集めて斧を作り、伝説のタザの斧を手に入れる。
questblock_toc_randomcrate_name,WhiteRiverToC__REQUIRED,quest,+Sealed Random Elite Quest Crate,封印されたランダム・エリート・クエスト・クレート
questdialog_toc_1000z,WhiteRiverToC__REQUIRED,quest,"1,000 zombies? No problem..","1,000体のゾンビ？問題ありません。"
questdialog_toc_100z,WhiteRiverToC__REQUIRED,quest,Can I manage to kill 100 zombies?,ゾンビを100体倒せるかな？
questdialog_toc_10z,WhiteRiverToC__REQUIRED,quest,Become WhiteRiver Citizen by Killing 10 Zombies,ゾンビを10体倒してホワイトリバー市民になる
questdialog_toc_amelia1,WhiteRiverToC_Amelias_Gyrocopter,Quest,"Collect 5,000 Dukes, then return to the trader to purchase the map to Amelia Earhart's location.","デュークを5,000枚集めてトレーダーに戻り、アメリア・イアハートの居場所の地図を購入する。"
questdialog_toc_amelia2,WhiteRiverToC_Amelias_Gyrocopter,Quest,"Follow the map, dig up Amelia's coffin, discover the truth",地図をたどり、アメリアの棺を掘り起こし、真実を突き止める。
questdialog_toc_amelia3,WhiteRiverToC_Amelias_Gyrocopter,Quest,Obtain Amelia's lost blueprints by killing the white haired monster.,白髪のモンスターを倒して、アメリアの失われた設計図を入手せよ。
questdialog_toc_amelia4,WhiteRiverToC_Amelias_Gyrocopter,Quest,"Open the pouch, read the schematics, and learn to craft Amelia Earhart's gyrocopter.",袋を開け、回路図を読み、アメリア・イアハートのジャイロコプターを作ることを学ぶ。
questdialog_toc_randomelite,WhiteRiverToC__REQUIRED,quest,Gamble on your community citizenry to complete an elite quest.,エリートクエストをクリアするために、地域住民のギャンブルに参加しよう。
questdialog_toc_taza,WhiteRiverToC_Tazas_Axe,quest,Obtain a Taza's axe by gathering 400 small stone & crafting 20 stone axes,小石を400個集めてターザの斧を入手する。
questitem_coin_tazaDesc,WhiteRiverToC_Tazas_Axe,item,"A symbolic coin to indicate that you have turned in your White River Tools of Citizenship, citizen card to start the Taza's axe quest.",タザ関連アイテムのクラフトスキルを上げるために使用できます。[DECEA3]WRCステーション[-]に寄付市民ポイント獲得にも使用できます。
questitem_spirit_vengeance_description,WhiteRiverToC_Spirit_of_Vengence,items,"Help Johnny Blaze kill an extremely tough demon to obtain a hell beast vehicle.You get the distinct feeling you should bring lots of first aid kits, ammo, and maybe a friend.",ジョニー・ブレイズを助けて手ごわい悪魔を退治し、ヘルビーストの乗り物を手に入れよう。
questitem_spirit_vengeance_name,WhiteRiverToC_Spirit_of_Vengence,items,+Spirit of Vengeance Hell Beast Elite Quest,復讐魂ヘルビーストエリートクエスト
questitem_toc_amelia_journal_desc,WhiteRiverToC_Amelias_Gyrocopter,items,"This is the long-lost journal of Amelia Earhart. Contained within these pages are stories of her final days, and rough sketches of some type of flying contraption.",これは、長い間行方不明になっていたアメリア・イアハートの日記である。このページには、彼女の最期の日々の話や、ある種の飛行装置のラフスケッチが記されている。
questitem_toc_amelia_journal_name,WhiteRiverToC_Amelias_Gyrocopter,items,Amelia Earhart's journal,アメリア・イアハートの日記
questitem_toc_amelia1map_desc,WhiteRiverToC_Amelias_Gyrocopter,items,"This map is purported to reveal the secret location where Amelia Earhart's body is buried. It shows the local region with which you are familiar, with a long squiggly line leading into uncharted territory.",この地図は、アメリア・イアハートの遺体が埋葬されている秘密の場所を明らかにするとされている。あなたがよく知っている地元の地域が描かれ、未知の領域へと続く長い四角い線が描かれている。
questitem_toc_amelia1map_name,WhiteRiverToC_Amelias_Gyrocopter,items,+Map to Amelia Earhart's Coffin,アメリア・イアハートの棺への地図
questitem_toc_amelia4_desc,WhiteRiverToC_Amelias_Gyrocopter,items,"This set of schematics teaches you how to craft Amelia Earhart's namesake, the improved gyrocopter.",この回路図セットは、アメリア・イアハートの名前の由来となった改良型ジャイロコプターの製作方法を教えてくれます。
questitem_toc_amelia4_name,WhiteRiverToC_Amelias_Gyrocopter,items,+Amelia Earhart's Gyrocopter Schematics,アメリア・イアハートのジャイロコプターの回路図
questitem_toc_declaration_description,WhiteRiverToC__REQUIRED,item,White River Tools of Citizenship.Declaration of citizenship.Used to begin the quest to obtain your own citizen's card from killing 10 zombies.,ホワイトリバー 市民権の道具.Declaration of citizenship.Used to begin the quest to obtain your own citizen's card from killing 10 zombies.
questitem_toc_declaration_name,WhiteRiverToC__REQUIRED,item,+Declaration of Citizenship,市民権宣言
questitem_toc_elitequest_description,WhiteRiverToC__REQUIRED,item,"A veteran quest to prove your extreme worth to the community by killing 1000 zombies. In exchange, you'll receive a White River settlement elite citizen card which unlocks more quests to pursue.",1000体のゾンビを倒し、コミュニティに対する自分の価値を証明するベテランクエスト。その代わり、ホワイトリバー集落のエリート市民カードがもらえ、さらに多くのクエストがアンロックされる。
questitem_toc_elitequest_name,WhiteRiverToC__REQUIRED,item,+White River Elite 1000 Zombie Challenge,ホワイトリバー・エリート1000ゾンビ・チャレンジ
questitem_toc_randomelite_desc,WhiteRiverToC__REQUIRED,quest,"A quest starter that gives you a sealed crate with a random elite quest in it, in exchange for four veteran citizen cards. However, when you start your elite quest, you will receive one veteran card back.",ベテラン市民カード4枚と引き換えに、ランダムなエリートクエストが入った封印された木箱をくれるクエストスターター。ただし、エリートクエストを開始すると、ベテラン市民カードが1枚戻ってくる。
questitem_toc_randomelite_name,WhiteRiverToC__REQUIRED,quest,+White River Random Elite Crate,ホワイト・リバー・ランダム・エリート・クレート
questitem_toc_taza_description,WhiteRiverToC_Tazas_Axe,item,A quest to obtain prove your worth to the community by collecting 400 small stone and providing 20 stone axes. Receive a Taza's axe from the community as a thank you for your efforts.,小石を400個集め、石の斧を20個提供することで、自分の価値をコミュニティに証明するクエスト。コミュニティからお礼としてターザの斧を受け取る。
questitem_toc_taza_name,WhiteRiverToC_Tazas_Axe,item,+Taza's Axe Quest,ターザの斧クエスト
questitem_toc_veteranquest_description,WhiteRiverToC__REQUIRED,item,"A quest to prove your worth to the community by killing 100 zombies. In exchange, you'll receive a White River settlement veterans citizen card, which unlocks more quests for you to pursue.",ゾンビを100体倒し、自分の価値をコミュニティに証明するクエスト。それと引き換えに、ホワイトリバー集落の退役軍人の市民カードを受け取ることができ、さらに多くのクエストがアンロックされる。
questitem_toc_veteranquest_name,WhiteRiverToC__REQUIRED,item,+White River Veteran 100 Zombie Challenge,ホワイト・リバー・ベテラン100ゾンビ・チャレンジ
questitem_vetcoin_ameliaDesc,WhiteRiverToC_Amelias_Gyrocopter,items,It can be used to increase crafting skills for Amelia related items. You can also be used to earn citizen points to donate to [DECEA3]WRC Station[-].,アメリア関連アイテムのクラフトスキルを上げるために使用できます。[DECEA3]WRCステーション[-]に寄付市民ポイント獲得にも使用できます。
questitem_vetcoin_tazaDesc,WhiteRiverToC_Tazas_Axe,item,A symbolic coin to indicate that you have turned in your White River Tools of Citizenship veteran's Citizen card to start the Taza's axe quest.,タザ関連アイテムのクラフトスキルを上げるために使用できます。[DECEA3]WRCステーション[-]に寄付市民ポイント獲得にも使用できます。
questitem_vetcoin_VengeanceDesc,WhiteRiverToC_Spirit_of_Vengence,items,Can be used to increase crafting skills for revenge soul related items. Can also be used to earn citizen points donated to [DECEA3]WRC Station[-].,復讐魂関連アイテムのクラフトスキルを上げるために使用できます。[DECEA3]WRCステーション[-]に寄付市民ポイント獲得にも使用できます。
questreward_spirit_vengeance_description,WhiteRiverToC_Spirit_of_Vengence,Quest,Return to the trader to obtain the Spirit of Vengeance's Hell Beast.,商人に戻り、復讐の魂のヘルビーストを手に入れる。
questreward_spirit_vengeance_group,WhiteRiverToC_Spirit_of_Vengence,Quest,Spirit of Vengeance Hell Beast,復讐魂ヘルビースト
questreward_spirit_vengeance_name,WhiteRiverToC_Spirit_of_Vengence,Quest,Elite Reward of a Hell Beast,ヘルビーストのエリート報酬
questreward_spirit_vengeance_offer,WhiteRiverToC_Spirit_of_Vengence,Quest,It's said that the West was built on legends. And that legends are a way of understanding things greater than ourselves. Forces that shape our lives and events that defy explanation. Individuals whose lives soar to the heavens or fall to the earth. This is how legends are born. Return to the trader to collect your hell beast.,西洋は伝説の上に築かれたと言われている。伝説とは、自分たちよりも偉大なものを理解する方法なのだ。私たちの人生を形作る力や、説明のつかない出来事。天まで昇るような、あるいは地に落ちるような人生を送った個人。こうして伝説は生まれるのだ。トレーダーに戻り、ヘルビーストを受け取れ。
questreward_spirit_vengeance_statement,WhiteRiverToC_Spirit_of_Vengence,Quest,Kill the evil demon,ジャガーノートを倒す
questreward_toc_amelia1_description,WhiteRiverToC_Amelias_Gyrocopter,Quest,Return to the trader to obtain the map to lead you to the location Amelia Earhart is buried.,トレーダーに戻り、アメリア・イアハートが埋葬されている場所への案内地図を入手する。
questreward_toc_amelia1_name,WhiteRiverToC_Amelias_Gyrocopter,Quest,Obtain The map titled 'Amelia Earhart',アメリア・イアハート」と題された地図の入手
questreward_toc_amelia1_offer,WhiteRiverToC_Amelias_Gyrocopter,Quest,"Now that you've collected your 5,000 Dukes, return to the trader with your writ to obtain the map titled Amelia Earhart.","さて、5,000デュークを集めたら、ライターを持ってトレーダーに戻り、アメリア・イアハートというタイトルの地図を手に入れよう。"
questreward_toc_amelia1_statement,WhiteRiverToC_Amelias_Gyrocopter,Quest,Purchase the map to discover the truth of Amelia Earhart's coffin location.,地図を購入して、アメリア・イアハートの棺のありかの真実を探る。
questreward_toc_amelia1_subtitle,WhiteRiverToC_Amelias_Gyrocopter,Quest,Return to the trader,トレーダーに戻る
questreward_toc_taza_description,WhiteRiverToC_Tazas_Axe,quest,Return to the trader to obtain of the fabled Taza's axes.,商人に戻り、伝説のタザの斧を手に入れる。
questreward_toc_taza_name,WhiteRiverToC_Tazas_Axe,quest,Reward of fabled Taza's Axe,フェイバリット・タザの斧の報酬
questreward_toc_taza_offer,WhiteRiverToC_Tazas_Axe,quest,"Now that you have collected and crafted the needed items, return the trader to collect your reward.",必要なアイテムを集めてクラフトしたら、トレーダーに戻り報酬を受け取る。
questreward_toc_taza_statement,WhiteRiverToC_Tazas_Axe,quest,Help your community and receive a fabled Taza's axe,地域に貢献し、伝説のターザの斧をもらおう
questreward_toc_taza_subtitle,WhiteRiverToC_Tazas_Axe,quest,Collect your reward of the fabled Taza's axe,伝説のターザの斧の報酬を受け取る
questrewarddialog_toc_amelia1,WhiteRiverToC_Amelias_Gyrocopter,Quest,Return to the trader to obtain the map to Amelia Earhart's coffin location.,トレーダーに戻り、アメリア・イアハートの棺の場所への地図を入手する。
questrewarddialog_toc_taza,WhiteRiverToC_Tazas_Axe,quest,Obtain a Taza's Axe by gathering 400 small stone & crafting 20 stone axes,小石を400個集めてTaza's Axeを入手する。
questwrit_spirit_vengeance_description,WhiteRiverToC_Spirit_of_Vengence,items,Evidence that you've bested the evil demon and deserve to be rewarded with a hell beast vehicle.,ジャガーノートに打ち勝った証拠であり、ヘルビーストの乗り物で報いを受けるに値する。
questwrit_spirit_vengeance_name,WhiteRiverToC_Spirit_of_Vengence,items,+Elite Writ of Spirit of Vengeance,復讐の精神のエリート著作
questwrit_toc_taza_description,WhiteRiverToC_Tazas_Axe,item,Evidence of your contribution to your community and for completion of the Taza's axe quest.,地域社会に貢献した証拠であり、ターザの斧のクエストを完了した証拠でもある。
questwrit_toc_taza_name,WhiteRiverToC_Tazas_Axe,item,+Writ Of Taza,ターザの遺言
sinkKitJT,WhiteRiverToC_zPOWER_UP_KIT,,Sink Repair Kit,シンク修理キット
sinkKitJTDesc,WhiteRiverToC_zPOWER_UP_KIT,,This sink repair kit is used with a hammer to take a broken sink and make it a working one that you can use to fill jars.,このシンク修理キットは、ハンマーと一緒に使うことで、壊れたシンクを瓶に詰めるのに使えるようにする。
skillASAgility,WhiteRiverToC_zPOWER_UP_KIT,,Action skills (under development),アクションスキル(開発中)
skillASFortitude,WhiteRiverToC_zPOWER_UP_KIT,,Action skills (under development),アクションスキル(開発中)
skillASIntellect,WhiteRiverToC_zPOWER_UP_KIT,,Action skills (under development),アクションスキル(開発中)
skillASPerception,WhiteRiverToC_zPOWER_UP_KIT,,Action skills (under development),アクションスキル(開発中)
skillASStrength,WhiteRiverToC_zPOWER_UP_KIT,,Action skills (under development),アクションスキル(開発中)
skillunlocksAmmos,WhiteRiverToC_zPOWER_UP_KIT,,ammunition,弾薬
skillunlocksApparels,WhiteRiverToC_zPOWER_UP_KIT,,apparel (clothing),アパレル
skillunlocksArmors,WhiteRiverToC_zPOWER_UP_KIT,,armor,アーマー
skillunlocksResources,WhiteRiverToC_zPOWER_UP_KIT,,raw materials,素材
stoveKitJT,WhiteRiverToC_zPOWER_UP_KIT,,Stove Repair Kit,ストーブ修理キット
stoveKitJTDesc,WhiteRiverToC_zPOWER_UP_KIT,,This stove repair kit is used with a hammer to take a broken stove or grill and make it a working one that you can use.,このストーブ修理キットは、ハンマーと一緒に使うことで、壊れたストーブやグリルを使えるようにする。
tier1_Defend,WhiteRiverToC_zPOWER_UP_KIT,quests,Tier 1 Defense,ティア1 防衛
tier1_fetch_Defend_boss,WhiteRiverToC_zPOWER_UP_KIT,quests,Tier 1 Defense Boss,ティア1 防衛+ボス
vetquest_toc_taza_description,WhiteRiverToC_Tazas_Axe,quest,Collect 4000 small stone + 200 plant fibers + 20 stone axes to obtain a high-quality Taza's axe.,小石4000個、植物繊維200個、石斧20個を集めて、高品質のタザの斧を手に入れよう。
vetquest_toc_taza_group,WhiteRiverToC_Tazas_Axe,quest,"White River - tools of citizenship, veteran quest for Taza's axe",ホワイト・リバー - 市民権の道具、ターザの斧を求めるベテランたち
vetquest_toc_taza_name,WhiteRiverToC_Tazas_Axe,quest,Veteran Quest to obtain fabled Tazas Axe,伝説のタザスの斧を手に入れるベテラン・クエスト
vetquest_toc_taza_offer,WhiteRiverToC_Tazas_Axe,quest,"Recently, whispers on the wind have been saying there is a stash of Taza axes crafted by Taza the Master craftswoman herself. The trader will provide one of these to any who demonstrates exceptional donations to their local community. Collect 4000 small stone + 200 plant fibers + 20 stone axes and craft a +veteran writ Of Taza to redeem for your axe. You also will receive a weapon and ammo as well as a small gift to help you take on any who would stand in your way.",最近、風のささやきで、名工ターザが自ら作ったターザの斧の隠し場所があるという。この商人は、地元コミュニティへの卓越した寄付を示した者に、これを1つ提供する。小石を4000個、植物繊維を200本、石の斧を20個集めて、タザのベテラン作家を作り、斧と交換してください。また、武器と弾薬のほか、邪魔者を倒すのに役立つ小さな贈り物ももらえる。
vetquest_toc_taza_subtitle,WhiteRiverToC_Tazas_Axe,quest,Gather the supplies and craft some axes to receive a higher-tier Taza's axe,物資を集めて斧を作り、上級のTaza's axeを手に入れる。
vetquestdialog_toc_taza,WhiteRiverToC_Tazas_Axe,quest,Obtain a Taza's Axe by gathering 4000 small stone,小石を4000個集めてTaza's Axeを入手する。
vetquestitem_toc_taza_description,WhiteRiverToC_Tazas_Axe,item,"A veteran quest to obtain a better quality Taza's axe by collecting 4000 small stone, 200 plant fibers, and crafting 20 stone axes to donate to the community.",小石を4000個、植物の繊維を200本集めて石斧を20個作り、コミュニティに寄付することで、より質の高いターザの斧を入手できるベテランクエスト。
vetquestitem_toc_taza_name,WhiteRiverToC_Tazas_Axe,item,+Taza's Axe Veteran Quest,ターザの斧 ベテラン・クエスト
vetquestreward_toc_taza_name,WhiteRiverToC_Tazas_Axe,quest,Veteran Reward of fabled Taza's Axe,フェイバリット・タザの斧のベテラン報酬
vetquestreward_toc_taza_offer,WhiteRiverToC_Tazas_Axe,quest,"Bless your charitable heart! Now that you have collected the needed items, return the trader to collect your reward.",あなたの慈愛に満ちた心に祝福を！必要なアイテムを集めたら、トレーダーを返して報酬を受け取ろう。
vetquestreward_toc_taza_statement,WhiteRiverToC_Tazas_Axe,quest,Help your community more substantially and receive a higher-tier Taza's axe,コミュニティにより大きく貢献し、より上位のターザの斧を受け取る。
vetquestrewarddialog_toc_taza,WhiteRiverToC_Tazas_Axe,quest,Obtain my higher-tier Taza's axe by returning to the trader,トレーダーに戻り、上級のターザの斧を入手。
vetquestwrit_toc_taza_description,WhiteRiverToC_Tazas_Axe,item,Evidence of your substantial contribution to your community and for completion of the veteran Taza's axe quest.,コミュニティへの多大な貢献と、ベテランのターザの斧クエストの完了を証明するもの。
vetquestwrit_toc_taza_name,WhiteRiverToC_Tazas_Axe,item,+Veteran Writ Of Taza,ターザのベテランライター
waterCoolerKitJT,WhiteRiverToC_zPOWER_UP_KIT,,Water Cooler Repair Kit,ウォータークーラー修理キット
waterCoolerKitJTDesc,WhiteRiverToC_zPOWER_UP_KIT,,This sink repair kit is used with a hammer to take a broken sink and make it a working one that you can use to fill jars.,このシンク修理キットは、ハンマーと一緒に使うことで、壊れたシンクを瓶に詰めるのに使えるようにする。
woodStoveKitJT,WhiteRiverToC_zPOWER_UP_KIT,,Wood Stove Repair Kit,薪ストーブ修理キット
woodStoveKitJTDesc,WhiteRiverToC_zPOWER_UP_KIT,,This stove repair kit is used with a hammer to take a broken stove or grill and make it a working one that you can use.,このストーブ修理キットは、ハンマーと一緒に使うことで、壊れたストーブやグリルを使えるようにする。
workingCabinetOldSinkJT,WhiteRiverToC_zPOWER_UP_KIT,,Working Old Sink,動く古い流し台
workingCabinetOldSinkJTDesc,WhiteRiverToC_zPOWER_UP_KIT,,A working sink can be used to fill jars and buckets.,瓶やバケツに水を入れるには、作業用のシンクを使うことができる。
workingCharcoalGrillClosedJT,WhiteRiverToC_zPOWER_UP_KIT,,,
workingCharcoalGrillClosedJTDesc,WhiteRiverToC_zPOWER_UP_KIT,,,
workingGasGrillClosedJT,WhiteRiverToC_zPOWER_UP_KIT,,,
workingGasGrillClosedJTDesc,WhiteRiverToC_zPOWER_UP_KIT,,,
workingGraniteSinkJT,WhiteRiverToC_zPOWER_UP_KIT,,Working Granite Sink,御影石シンク
workingGraniteSinkJTDesc,WhiteRiverToC_zPOWER_UP_KIT,,A working sink can be used to fill jars and buckets.,瓶やバケツに水を入れるには、作業用のシンクを使うことができる。
workingMicrowaveJT,WhiteRiverToC_zPOWER_UP_KIT,,Microwave (Powered),電子レンジ（電源付き）
workingMicrowaveJTDesc,WhiteRiverToC_zPOWER_UP_KIT,,This microwave is powered already and can be used to heat up bowls of canned food to gain the maximum benefits from them.,この電子レンジはすでに電源が入っており、缶詰のボウルを温めて最大の効果を得ることができる。
workingPedestalSinkJT,WhiteRiverToC_zPOWER_UP_KIT,,Working Pedestal Sink,作業用台座シンク
workingPedestalSinkJTDesc,WhiteRiverToC_zPOWER_UP_KIT,,A working sink can be used to fill jars and buckets.,瓶やバケツに水を入れるには、作業用のシンクを使うことができる。
workingStoveModernJT,WhiteRiverToC_zPOWER_UP_KIT,,,
workingStoveModernJTDesc,WhiteRiverToC_zPOWER_UP_KIT,,,
workingStoveOldJT,WhiteRiverToC_zPOWER_UP_KIT,,,
workingStoveOldJTDesc,WhiteRiverToC_zPOWER_UP_KIT,,,
workingUtilitySinkJT,WhiteRiverToC_zPOWER_UP_KIT,,Working Utility Sink,実用シンク
workingUtilitySinkJTDesc,WhiteRiverToC_zPOWER_UP_KIT,,A working sink can be used to fill jars and buckets.,瓶やバケツに水を入れるには、作業用のシンクを使うことができる。
workingWallOvenJT,WhiteRiverToC_zPOWER_UP_KIT,,,
workingWallOvenJTDesc,WhiteRiverToC_zPOWER_UP_KIT,,,
workingWaterCoolerFullJT,WhiteRiverToC_zPOWER_UP_KIT,,Working Water Cooler,ウォータークーラー
workingWaterCoolerFullJTDesc,WhiteRiverToC_zPOWER_UP_KIT,,A working cooler can be used to fill jars.,作業用のクーラーを瓶に詰めるのに使うこともできる。
writitem_toc_amelia1_desc,WhiteRiverToC_Amelias_Gyrocopter,items,This writ is evidence that you have paid your dues to obtain the map titled 'Amelia Earhart'.,この書面は、あなたが「アメリア・イアハート」と題された地図を入手するために会費を支払ったことを証明するものです。
writitem_toc_amelia1_name,WhiteRiverToC_Amelias_Gyrocopter,items,+Writ of Amelia's Map,アメリアの地図
クラフトスキルに対して追加調整します。\n\n[DECEA3]仕様[-]:\n本の読了によるアンロック、レベルアップは据え置き。(現行のままです)別途追加する職業スキルにおいて、戦闘特殊技能に関連するアイテムのアンロックを加える。最高レベルの3に到達することで、さらにクラフトティアを+1とする。(品質6をクラフト可)石斧、パイプ系等のベースアイテムについては、どのスキルでもクラフト可能とする。,WhiteRiverToC_zPOWER_UP_KIT,,mod (i.e. a modem),MOD
xuifwhiteRiverCitizen,WhiteRiverToC_zPOWER_UP_KIT,xui,[2eb200]General P[-].,[2eb200]一般市民P[-]
xuifwhiteRiverElite,WhiteRiverToC_zPOWER_UP_KIT,xui,[5f40c4]Elite [-].,[5f40c4]エリートP[-]
xuifwhiteRiverVeteran,WhiteRiverToC_zPOWER_UP_KIT,xui,[7fa6ff]Veteran P[-].,[7fa6ff]ベテランP[-]
unit_whiteRiverCitizen,WhiteRiverToC_zPOWER_UP_KIT,items,[2eb200]General P[-].,[2eb200]一般市民P[-]
unit_whiteRiverElite,WhiteRiverToC_zPOWER_UP_KIT,items,[5f40c4]Elite [-].,[5f40c4]エリートP[-]
unit_whiteRiverVeteran,WhiteRiverToC_zPOWER_UP_KIT,items,[7fa6ff]Veteran P[-].,[7fa6ff]ベテランP[-]
lblwhiteRiverCitizen,WhiteRiverToC_zPOWER_UP_KIT,materials,[2eb200]General P[-].,[2eb200]一般市民P[-]
lblwhiteRiverElite,WhiteRiverToC_zPOWER_UP_KIT,materials,[5f40c4]Elite [-].,[5f40c4]エリートP[-]
lblwhiteRiverVeteran,WhiteRiverToC_zPOWER_UP_KIT,materials,[7fa6ff]Veteran P[-].,[7fa6ff]ベテランP[-]
